Item Number,Commodity Type,Agile Commodity Code,Component Supplier Name,Volume YTD, Spend YTD , Savings YTD , Price YTD 
0613952F04,Passives,Passive - Resistor - Chip,Sanmina Corporation.,13126, $8.79 , $(1.97), $0.00 
0613952F06,Passives,Passive - Resistor - Chip,Sanmina Corporation.,138, $0.05 , $-   , $0.00 
0613952F08,Passives,Passive - Resistor - Chip,Sanmina Corporation.,493, $0.33 , $-   , $0.00 
0613952F13,Passives,Passive - Resistor - Chip,Sanmina Corporation.,544, $0.19 , $-   , $0.00 
0613952F14,Passives,Passive - Resistor - Chip,Sanmina Corporation.,45, $0.03 , $-   , $0.00 
0613952F15,Passives,Passive - Resistor - Chip,Sanmina Corporation.,961, $0.64 , $(0.30), $0.00 
0613952F16,Passives,Passive - Resistor - Chip,Sanmina Corporation,1304, $0.52 , $0.35 , $0.00 
0613952F16,Passives,Passive - Resistor - Chip,Sanmina Corporation.,544, $0.32 , $(0.07), $0.00 
0613952F18,Passives,Passive - Resistor - Chip,Sanmina Corporation,1009, $0.34 , $-   , $0.00 
0613952F21,Passives,Passive - Resistor - Chip,Sanmina Corporation,0, $-   , $-   , $-   
0613952F24,Passives,Passive - Resistor - Chip,Sanmina Corporation.,16, $0.01 , $-   , $0.00 
0613952F28,Passives,Passive - Resistor - Chip,Sanmina-SCI Systems (Malaysia) Sdn Bhd,1836, $0.66 , $-   , $0.00 
0613952F31,Passives,Passive - Resistor - Chip,Sanmina Corporation.,641, $0.33 , $-   , $0.00 
0613952F34,Passives,Passive - Resistor - Chip,Sanmina Corporation.,0, $-   , $-   , $-   
0613952F35,Passives,Passive - Resistor - Chip,Panasonic Industrial Devices Sales Company Of America,65, $0.02 , $-   , $0.00 
0613952F35,Passives,Passive - Resistor - Chip,Sanmina Corporation.,93, $0.03 , $-   , $0.00 
0613952F37,Passives,Passive - Resistor - Chip,Sanmina Corporation.,450, $0.26 , $-   , $0.00 
0613952F42,Passives,Passive - Resistor - Chip,Sanmina-SCI Systems (Malaysia) Sdn Bhd,9, $0.01 , $-   , $0.00 
0613952F44,Passives,Passive - Resistor - Chip,Sanmina-SCI Systems (Malaysia) Sdn Bhd,34, $0.01 , $-   , $0.00 
0613952F64,Passives,Passive - Resistor - Chip,Sanmina Corporation.,450, $0.16 , $-   , $0.00 
0613952F69,Passives,Passive - Resistor - Chip,Sanmina Corporation.,6563, $3.35 , $-   , $0.00 
0613952G18,Passives,Passive - Resistor - Chip,Sanmina Corporation.,3239, $1.65 , $-   , $0.00 
0613952G58,Passives,Passive - Resistor - Chip,Sanmina Corporation.,493, $0.29 , $-   , $0.00 
0613952G66,Passives,Passive - Resistor - Chip,Sanmina Corporation,967, $0.33 , $-   , $0.00 
0613952G67,Passives,Passive - Resistor - Chip,Sanmina Corporation,44752, $15.22 , $-   , $0.00 
0613952H01,Passives,Passive - Resistor - Chip,Sanmina Corporation.,90, $0.03 , $-   , $0.00 
0613952H05,Passives,Passive - Resistor - Chip,Sanmina-SCI Systems (Malaysia) Sdn Bhd,822, $0.42 , $-   , $0.00 
0613952H08,Passives,Passive - Resistor - Chip,Sanmina Corporation.,4792, $2.44 , $-   , $0.00 
0613952H12,Passives,Passive - Resistor - Chip,Sanmina Corporation.,4548, $1.77 , $-   , $0.00 
0613952H14,Passives,Passive - Resistor - Chip,Sanmina Corporation.,592, $0.17 , $-   , $0.00 
0613952H15,Passives,Passive - Resistor - Chip,Sanmina-SCI Systems (Malaysia) Sdn Bhd,250, $0.13 , $(0.03), $0.00 
0613952H18,Passives,Passive - Resistor - Chip,Sanmina Corporation.,6691, $2.61 , $-   , $0.00 
0613952H19,Passives,Passive - Resistor - Chip,Sanmina Corporation.,-4, $(0.00), $-   , $0.00 
0613952H21,Passives,Passive - Resistor - Chip,Sanmina Corporation.,6563, $3.35 , $(0.72), $0.00 
0613952H31,Passives,Passive - Resistor - Chip,Sanmina Corporation,37, $0.02 , $-   , $0.00 
0613952H33,Passives,Passive - Resistor - Chip,Sanmina Corporation.,4928, $2.51 , $(0.59), $0.00 
0613952H40,Passives,Passive - Resistor - Chip,Sanmina Corporation.,15346, $4.30 , $-   , $0.00 
0613952H41,Passives,Passive - Resistor - Chip,Sanmina Corporation.,4600, $2.35 , $(0.55), $0.00 
0613952H52,Passives,Passive - Resistor - Chip,Sanmina Corporation.,2, $0.00 , $-   , $0.00 
0613952H55,Passives,Passive - Resistor - Chip,Sanmina Corporation.,96, $0.05 , $(0.01), $0.00 
0613952H58,Passives,Passive - Resistor - Chip,Sanmina Corporation.,5011, $1.70 , $-   , $0.00 
0613952H61,Passives,Passive - Resistor - Chip,Sanmina Corporation.,1991, $0.78 , $-   , $0.00 
0613952H65,Passives,Passive - Resistor - Chip,Sanmina Corporation.,5529, $2.16 , $-   , $0.00 
0613952H66,Passives,Passive - Resistor - Chip,Sanmina Corporation.,195, $0.06 , $-   , $0.00 
0613952H77,Passives,Passive - Resistor - Chip,Sanmina Corporation.,3084, $1.57 , $(0.37), $0.00 
0613952H79,Passives,Passive - Resistor - Chip,Sanmina Corporation,74, $0.04 , $-   , $0.00 
0613952H80,Passives,Passive - Resistor - Chip,Sanmina Corporation.,1923, $0.58 , $-   , $0.00 
0613952H83,Passives,Passive - Resistor - Chip,Sanmina Corporation.,971, $0.50 , $(0.12), $0.00 
0613952H91,Passives,Passive - Resistor - Chip,Sanmina Corporation,0, $-   , $-   , $-   
0613952H95,Passives,Passive - Resistor - Chip,Sanmina Corporation,111, $0.03 , $-   , $0.00 
0613952J01,Passives,Passive - Resistor - Chip,Sanmina Corporation,772, $0.19 , $-   , $0.00 
0613952J03,Passives,Passive - Resistor - Chip,Sanmina Corporation.,8173, $3.19 , $-   , $0.00 
0613952J06,Passives,Passive - Resistor - Chip,Sanmina Corporation.,1319, $0.37 , $-   , $0.00 
0613952J08,Passives,Passive - Resistor - Chip,Sanmina Corporation.,6563, $1.97 , $-   , $0.00 
0613952J10,Passives,Passive - Resistor - Chip,Sanmina Corporation.,3994, $1.32 , $-   , $0.00 
0613952J16,Passives,Passive - Resistor - Chip,Sanmina Corporation.,16, $0.01 , $-   , $0.00 
0613952J18,Passives,Passive - Resistor - Chip,Sanmina Corporation.,2589, $0.85 , $-   , $0.00 
0613952J20,Passives,Passive - Resistor - Chip,Sanmina Corporation.,48, $0.02 , $-   , $0.00 
0613952J21,Passives,Passive - Resistor - Chip,Sanmina-SCI Systems (Malaysia) Sdn Bhd,175, $0.09 , $-   , $0.00 
0613952J25,Passives,Passive - Resistor - Chip,Sanmina Corporation,74, $0.04 , $-   , $0.00 
0613952J57,Passives,Passive - Resistor - Chip,Sanmina Corporation.,72, $0.02 , $-   , $0.00 
0613952J65,Passives,Passive - Resistor - Chip,Sanmina Corporation,74, $0.02 , $-   , $0.00 
0613952J81,Passives,Passive - Resistor - Chip,Sanmina Corporation.,2059, $3.67 , $-   , $0.00 
0613952K01,Passives,Passive - Resistor - Chip,Sanmina Corporation,740, $0.17 , $-   , $0.00 
0613952K02,Passives,Passive - Resistor - Chip,Sanmina Corporation.,2059, $3.50 , $-   , $0.00 
0613952K05,Passives,Passive - Resistor - Chip,Sanmina Corporation.,3311, $1.82 , $(0.50), $0.00 
0613952K07,Passives,Passive - Resistor - Chip,Sanmina Corporation.,74, $0.04 , $-   , $0.00 
0613952K09,Passives,Passive - Resistor - Chip,Sanmina Corporation,60, $0.03 , $-   , $0.00 
0613952K12,Passives,Passive - Resistor - Chip,Sanmina Corporation.,4496, $1.80 , $-   , $0.00 
0613952K16,Passives,Passive - Resistor - Chip,Sanmina Corporation.,3542, $1.42 , $-   , $0.00 
0613952K18,Passives,Passive - Resistor - Chip,Sanmina Corporation,60, $0.01 , $-   , $0.00 
0613952K21,Passives,Passive - Resistor - Chip,Sanmina Corporation.,4548, $1.46 , $-   , $0.00 
0613952K25,Passives,Passive - Resistor - Chip,Panasonic Industrial Devices Sales Company Of America,66341, $36.49 , $-   , $0.00 
0613952K32,Passives,Passive - Resistor - Chip,Sanmina Corporation.,902, $0.33 , $-   , $0.00 
0613952K34,Passives,Passive - Resistor - Chip,Sanmina Corporation,220, $0.05 , $-   , $0.00 
0613952K35,Passives,Passive - Resistor - Chip,Sanmina Corporation.,135, $0.05 , $-   , $0.00 
0613952K38,Passives,Passive - Resistor - Chip,Sanmina Corporation.,4546, $1.82 , $-   , $0.00 
0613952K38,Passives,Passive - Resistor - Chip,Sanmina-SCI Systems (Malaysia) Sdn Bhd,36, $0.01 , $(0.00), $0.00 
0613952K39,Passives,Passive - Resistor - Chip,Sanmina Corporation.,90, $0.03 , $-   , $0.00 
0613952K42,Passives,Passive - Resistor - Chip,Sanmina Corporation,1320, $0.30 , $-   , $0.00 
0613952K43,Passives,Passive - Resistor - Chip,Sanmina Corporation.,1793, $0.72 , $-   , $0.00 
0613952K47,Passives,Passive - Resistor - Chip,Sanmina Corporation,40, $0.02 , $-   , $0.00 
0613952K49,Passives,Passive - Resistor - Chip,Sanmina Corporation.,5688, $2.28 , $-   , $0.00 
0613952K51,Passives,Passive - Resistor - Chip,Sanmina Corporation,5060, $1.16 , $-   , $0.00 
0613952K56,Passives,Passive - Resistor - Chip,Sanmina Corporation.,738, $0.25 , $-   , $0.00 
0613952K58,Passives,Passive - Resistor - Chip,Sanmina Corporation,1140, $0.26 , $-   , $0.00 
0613952K66,Passives,Passive - Resistor - Chip,Sanmina Corporation,1320, $0.30 , $-   , $0.00 
0613952K66,Passives,Passive - Resistor - Chip,Sanmina Corporation.,27, $0.01 , $-   , $0.00 
0613952K68,Passives,Passive - Resistor - Chip,Sanmina Corporation,3000, $0.69 , $-   , $0.00 
0613952K72,Passives,Passive - Resistor - Chip,Sanmina Corporation.,90, $0.03 , $-   , $0.00 
0613952K73,Passives,Passive - Resistor - Chip,Sanmina Corporation.,9, $0.00 , $-   , $0.00 
0613952K76,Passives,Passive - Resistor - Chip,Sanmina Corporation.,12, $0.01 , $(0.00), $0.00 
0613952K77,Passives,Passive - Resistor - Chip,Sanmina Corporation,40, $0.01 , $-   , $0.00 
0613952K78,Passives,Passive - Resistor - Chip,Sanmina Corporation,80, $0.04 , $-   , $0.00 
0613952K81,Passives,Passive - Resistor - Chip,Sanmina Corporation,120, $0.03 , $-   , $0.00 
0613952K85,Passives,Passive - Resistor - Chip,Sanmina Corporation.,1419, $0.78 , $(0.21), $0.00 
0613952K88,Passives,Passive - Resistor - Chip,Sanmina Corporation.,9096, $2.64 , $-   , $0.00 
0613952K89,Passives,Passive - Resistor - Chip,Sanmina Corporation,280, $0.06 , $-   , $0.00 
0613952K90,Passives,Passive - Resistor - Chip,Sanmina Corporation.,3640, $1.16 , $-   , $0.00 
0613952K93,Passives,Passive - Resistor - Chip,Sanmina Corporation,40, $0.01 , $-   , $0.00 
0613952K94,Passives,Passive - Resistor - Chip,Sanmina Corporation,20, $0.01 , $-   , $0.00 
0613952L01,Passives,Passive - Resistor - Chip,Sanmina Corporation,920, $0.51 , $-   , $0.00 
0613952L03,Passives,Passive - Resistor - Chip,Panasonic Industrial Devices Sales Company Of America,579, $0.16 , $(0.01), $0.00 
0613952L03,Passives,Passive - Resistor - Chip,Sanmina Corporation.,5450, $1.53 , $-   , $0.00 
0613952L05,Passives,Passive - Resistor - Chip,Sanmina Corporation.,4513, $2.46 , $(0.25), $0.00 
0613952L09,Passives,Passive - Resistor - Chip,Sanmina Corporation,520, $0.12 , $-   , $0.00 
0613952L09,Passives,Passive - Resistor - Chip,Sanmina Corporation.,6283, $3.46 , $(0.94), $0.00 
0613952L12,Passives,Passive - Resistor - Chip,Sanmina Corporation.,1068, $0.59 , $(0.16), $0.00 
0613952L13,Passives,Passive - Resistor - Chip,Sanmina Corporation.,2315, $1.27 , $(0.35), $0.00 
0613952L18,Passives,Passive - Resistor - Chip,Sanmina Corporation,296, $0.16 , $-   , $0.00 
0613952L26,Passives,Passive - Resistor - Chip,Sanmina Corporation,320, $0.07 , $-   , $0.00 
0613952L28,Passives,Passive - Resistor - Chip,Panasonic Industrial Devices Sales Company Of America,579, $0.15 , $-   , $0.00 
0613952L28,Passives,Passive - Resistor - Chip,Sanmina Corporation,37, $0.01 , $-   , $0.00 
0613952L29,Passives,Passive - Resistor - Chip,Sanmina Corporation.,1780, $0.71 , $-   , $0.00 
0613952L30,Passives,Passive - Resistor - Chip,Sanmina Corporation,111, $0.06 , $-   , $0.00 
0613952L32,Passives,Passive - Resistor - Chip,Sanmina Corporation,74, $0.04 , $-   , $0.00 
0613952L32,Passives,Passive - Resistor - Chip,Sanmina Corporation.,606, $0.33 , $-   , $0.00 
0613952L34,Passives,Passive - Resistor - Chip,Sanmina Corporation,220, $0.05 , $-   , $0.00 
0613952L38,Passives,Passive - Resistor - Chip,Sanmina Corporation,74, $0.04 , $-   , $0.00 
0613952L38,Passives,Passive - Resistor - Chip,Sanmina Corporation.,373, $0.21 , $(0.06), $0.00 
0613952L39,Passives,Passive - Resistor - Chip,Sanmina Corporation.,1057, $0.58 , $(0.16), $0.00 
0613952L42,Passives,Passive - Resistor - Chip,Sanmina Corporation,320, $0.07 , $-   , $0.00 
0613952L45,Passives,Passive - Resistor - Chip,Sanmina Corporation.,589, $0.21 , $-   , $0.00 
0613952L48,Passives,Passive - Resistor - Chip,Sanmina-SCI Systems (Malaysia) Sdn Bhd,146, $0.07 , $-   , $0.00 
0613952L51,Passives,Passive - Resistor - Chip,Sanmina Corporation,703, $0.16 , $-   , $0.00 
0613952L54,Passives,Passive - Resistor - Chip,Sanmina Corporation.,9096, $2.55 , $-   , $0.00 
0613952L56,Passives,Passive - Resistor - Chip,Sanmina Corporation.,3560, $0.96 , $-   , $0.00 
0613952L56,Passives,Passive - Resistor - Chip,Sanmina-SCI Systems (Malaysia) Sdn Bhd,910, $0.25 , $-   , $0.00 
0613952L58,Passives,Passive - Resistor - Chip,Sanmina Corporation,80, $0.02 , $-   , $0.00 
0613952L59,Passives,Passive - Resistor - Chip,Sanmina Corporation.,2314, $11.52 , $-   , $0.00 
0613952L63,Passives,Passive - Resistor - Chip,Sanmina Corporation.,148, $0.04 , $-   , $0.00 
0613952L66,Passives,Passive - Resistor - Chip,Sanmina Corporation,360, $0.08 , $-   , $0.00 
0613952L72,Passives,Passive - Resistor - Chip,Sanmina Corporation.,2, $0.00 , $-   , $0.00 
0613952L73,Passives,Passive - Resistor - Chip,Sanmina Corporation,240, $0.06 , $-   , $0.00 
0613952L73,Passives,Passive - Resistor - Chip,Sanmina Corporation.,2582, $0.88 , $-   , $0.00 
0613952L74,Passives,Passive - Resistor - Chip,Sanmina Corporation.,2344, $0.87 , $-   , $0.00 
0613952L77,Passives,Passive - Resistor - Chip,Sanmina Corporation.,4095, $1.72 , $(0.61), $0.00 
0613952L79,Passives,Passive - Resistor - Chip,Sanmina Corporation.,334, $0.12 , $-   , $0.00 
0613952L79,Passives,Passive - Resistor - Chip,Sanmina-SCI Systems (Malaysia) Sdn Bhd,146, $0.05 , $-   , $0.00 
0613952L81,Passives,Passive - Resistor - Chip,Sanmina Corporation,148, $0.06 , $-   , $0.00 
0613952L83,Passives,Passive - Resistor - Chip,Sanmina Corporation.,3906, $1.13 , $-   , $0.00 
0613952L85,Passives,Passive - Resistor - Chip,Sanmina Corporation,37, $0.02 , $-   , $0.00 
0613952L89,Passives,Passive - Resistor - Chip,Sanmina Corporation,222, $0.05 , $-   , $0.00 
0613952L89,Passives,Passive - Resistor - Chip,Sanmina Corporation.,27, $0.01 , $(0.00), $0.00 
0613952L91,Passives,Passive - Resistor - Chip,Sanmina Corporation.,6904, $2.76 , $-   , $0.00 
0613952M01,Passives,Passive - Resistor - Chip,Sanmina Corporation,1780, $0.41 , $-   , $0.00 
0613952M07,Passives,Passive - Resistor - Chip,Sanmina Corporation.,4630, $1.34 , $-   , $0.00 
0613952M09,Passives,Passive - Resistor - Chip,Sanmina Corporation,140, $0.03 , $-   , $0.00 
0613952M17,Passives,Passive - Resistor - Chip,Sanmina Corporation.,10, $0.01 , $(0.00), $0.00 
0613952M18,Passives,Passive - Resistor - Chip,Sanmina Corporation,74, $0.03 , $-   , $0.00 
0613952M23,Passives,Passive - Resistor - Chip,Sanmina-SCI Systems (Malaysia) Sdn Bhd,24929, $13.71 , $-   , $0.00 
0613952M26,Passives,Passive - Resistor - Chip,Sanmina Corporation,111, $0.06 , $-   , $0.00 
0613952M31,Passives,Passive - Resistor - Chip,Panasonic Industrial Devices Sales Company Of America,8788, $3.52 , $(1.49), $0.00 
0613952M31,Passives,Passive - Resistor - Chip,Sanmina Corporation.,2543, $1.02 , $-   , $0.00 
0613952M34,Passives,Passive - Resistor - Chip,Sanmina Corporation,185, $0.10 , $-   , $0.00 
0613952M35,Passives,Passive - Resistor - Chip,Sanmina Corporation.,4352, $5.79 , $-   , $0.00 
0613952M36,Passives,Passive - Resistor - Chip,Sanmina Corporation.,4359, $1.05 , $-   , $0.00 
0613952M37,Passives,Passive - Resistor - Chip,Sanmina Corporation.,4933, $1.43 , $-   , $0.00 
0613952M38,Passives,Passive - Resistor - Chip,Sanmina Corporation.,4806, $2.57 , $(0.64), $0.00 
0613952M39,Passives,Passive - Resistor - Chip,Sanmina-SCI Systems (Malaysia) Sdn Bhd,2244, $1.23 , $(0.56), $0.00 
0613952M42,Passives,Passive - Resistor - Chip,Sanmina Corporation,481, $0.26 , $-   , $0.00 
0613952M44,Passives,Passive - Resistor - Chip,Sanmina Corporation.,2, $0.00 , $-   , $0.00 
0613952M46,Passives,Passive - Resistor - Chip,Sanmina Corporation.,6478, $2.59 , $-   , $0.00 
0613952M48,Passives,Passive - Resistor - Chip,Sanmina Corporation.,514, $0.17 , $-   , $0.00 
0613952M49,Passives,Passive - Resistor - Chip,Sanmina Corporation.,7443, $4.09 , $(1.12), $0.00 
0613952M51,Passives,Passive - Resistor - Chip,Sanmina Corporation,185, $0.04 , $-   , $0.00 
0613952M53,Passives,Passive - Resistor - Chip,Sanmina Corporation.,40, $0.02 , $(0.01), $0.00 
0613952M55,Passives,Passive - Resistor - Chip,Sanmina Corporation.,3989, $2.19 , $(0.60), $0.00 
0613952M56,Passives,Passive - Resistor - Chip,Sanmina Corporation.,10, $0.00 , $-   , $0.00 
0613952M57,Passives,Passive - Resistor - Chip,Sanmina Corporation.,2513, $1.38 , $(0.38), $0.00 
0613952M58,Passives,Passive - Resistor - Chip,Sanmina Corporation,111, $0.03 , $-   , $0.00 
0613952M60,Passives,Passive - Resistor - Chip,Sanmina Corporation,185, $0.10 , $-   , $0.00 
0613952M60,Passives,Passive - Resistor - Chip,Sanmina Corporation.,17650, $7.06 , $-   , $0.00 
0613952M64,Passives,Passive - Resistor - Chip,Sanmina Corporation.,10, $0.00 , $-   , $0.00 
0613952M65,Passives,Passive - Resistor - Chip,Sanmina Corporation.,4630, $1.39 , $-   , $0.00 
0613952M66,Passives,Passive - Resistor - Chip,Sanmina Corporation,5900, $3.25 , $-   , $0.00 
0613952M73,Passives,Passive - Resistor - Chip,Sanmina Corporation,111, $0.06 , $-   , $0.00 
0613952M77,Passives,Passive - Resistor - Chip,Sanmina Corporation.,174, $0.09 , $-   , $0.00 
0613952M78,Passives,Passive - Resistor - Chip,Sanmina Corporation.,10049, $3.42 , $-   , $0.00 
0613952M79,Passives,Passive - Resistor - Chip,Sanmina Corporation.,16, $0.01 , $(0.00), $0.00 
0613952M80,Passives,Passive - Resistor - Chip,Sanmina Corporation.,1218, $0.61 , $-   , $0.00 
0613952M81,Passives,Passive - Resistor - Chip,Sanmina Corporation,74, $0.04 , $-   , $0.00 
0613952M82,Passives,Passive - Resistor - Chip,Sanmina-SCI Systems (Malaysia) Sdn Bhd,5, $0.00 , $-   , $0.00 
0613952M84,Passives,Passive - Resistor - Chip,Sanmina Corporation.,2059, $0.76 , $-   , $0.00 
0613952M87,Passives,Passive - Resistor - Chip,Sanmina Corporation.,45, $0.02 , $-   , $0.00 
0613952M88,Passives,Passive - Resistor - Chip,Sanmina Corporation.,16, $0.00 , $-   , $0.00 
0613952M89,Passives,Passive - Resistor - Chip,Sanmina Corporation,407, $0.22 , $-   , $0.00 
0613952M96,Passives,Passive - Resistor - Chip,Sanmina Corporation.,2609, $1.43 , $(0.39), $0.00 
0613952N01,Passives,Passive - Resistor - Chip,Sanmina Corporation,1320, $0.30 , $-   , $0.00 
0613952N05,Passives,Passive - Resistor - Chip,Sanmina Corporation.,45, $0.02 , $-   , $0.00 
0613952N08,Passives,Passive - Resistor - Chip,Sanmina Corporation.,45, $0.02 , $-   , $0.00 
0613952N09,Passives,Passive - Resistor - Chip,Sanmina Corporation,37, $0.02 , $-   , $0.00 
0613952N13,Passives,Passive - Resistor - Chip,Sanmina Corporation.,2, $0.00 , $-   , $0.00 
0613952N16,Passives,Passive - Resistor - Chip,Sanmina Corporation.,45, $0.01 , $-   , $0.00 
0613952N17,Passives,Passive - Resistor - Chip,Sanmina Corporation.,19168, $10.54 , $(2.88), $0.00 
0613952N18,Passives,Passive - Resistor - Chip,Sanmina Corporation,180, $0.04 , $-   , $0.00 
0613952N23,Passives,Passive - Resistor - Chip,Sanmina Corporation.,222, $0.08 , $(0.00), $0.00 
0613952N27,Passives,Passive - Resistor - Chip,Sanmina Corporation.,2543, $1.27 , $(0.53), $0.00 
0613952N28,Passives,Passive - Resistor - Chip,Sanmina Corporation.,7320, $2.12 , $-   , $0.00 
0613952N34,Passives,Passive - Resistor - Chip,Sanmina Corporation,222, $0.05 , $-   , $0.00 
0613952N35,Passives,Passive - Resistor - Chip,Sanmina Corporation.,10049, $3.01 , $-   , $0.00 
0613952N42,Passives,Passive - Resistor - Chip,Sanmina Corporation,140, $0.03 , $-   , $0.00 
0613952N46,Passives,Passive - Resistor - Chip,Sanmina Corporation.,2582, $0.77 , $(0.05), $0.00 
0613952N49,Passives,Passive - Resistor - Chip,Sanmina Corporation.,2314, $1.27 , $(0.35), $0.00 
0613952N50,Passives,Passive - Resistor - Chip,Sanmina Corporation.,2059, $0.62 , $(0.10), $0.00 
0613952N50,Passives,Passive - Resistor - Chip,Sanmina-SCI Systems (Malaysia) Sdn Bhd,1784, $0.54 , $-   , $0.00 
